date,year,month,day,dow,od_pair,market_country,dest_country,n_flights,total_capacity,expected_demand,latent_seats,yield_economy_usd,shock_factor,seasonal_index,dow_factor,trend_factor
2022-05-22,2022,5,22,6,AE→US,AE,US,2,982,967.2,988,1093.0,0.8624,1.06,1.06,1.4591
2022-05-23,2022,5,23,0,AE→US,AE,US,2,982,969.4,937,1094.95,0.8624,1.06,1.05,1.4591
2022-05-24,2022,5,24,1,AE→US,AE,US,2,982,916.8,937,1049.23,0.8624,1.06,0.88,1.4591
2022-05-25,2022,5,25,2,AE→US,AE,US,2,982,867.7,881,1006.55,0.8624,1.06,0.92,1.4591
2022-05-26,2022,5,26,3,AE→US,AE,US,2,982,1004.6,1004,1125.59,0.8624,1.06,1.02,1.4591
2022-05-27,2022,5,27,4,AE→US,AE,US,2,982,964.7,922,1090.83,0.8624,1.06,1.15,1.4591
2022-05-28,2022,5,28,5,AE→US,AE,US,2,982,653.6,671,820.31,0.8624,1.06,0.92,1.4591
2022-05-29,2022,5,29,6,AE→US,AE,US,2,982,953.6,1026,1081.2,0.8624,1.06,1.06,1.4591
2022-05-30,2022,5,30,0,AE→US,AE,US,2,982,964.5,919,1090.68,0.8624,1.06,1.05,1.4591
2022-05-31,2022,5,31,1,AE→US,AE,US,2,982,839.8,809,982.3,0.8624,1.06,0.88,1.4591
2022-06-01,2022,6,1,2,AE→US,AE,US,2,982,789.6,793,938.57,0.6871,1.16,0.92,1.4638
2022-06-02,2022,6,2,3,AE→US,AE,US,2,982,851.2,903,992.14,0.6871,1.16,1.02,1.4638
2022-06-03,2022,6,3,4,AE→US,AE,US,2,982,967.6,954,1093.38,0.6871,1.16,1.15,1.4638
2022-06-04,2022,6,4,5,AE→US,AE,US,2,982,700.2,721,860.9,0.6871,1.16,0.92,1.4638
2022-06-05,2022,6,5,6,AE→US,AE,US,2,982,845.2,826,987.0,0.6871,1.16,1.06,1.4638
2022-06-06,2022,6,6,0,AE→US,AE,US,2,982,895.2,876,1030.46,0.6871,1.16,1.05,1.4638
2022-06-07,2022,6,7,1,AE→US,AE,US,2,982,701.5,691,862.02,0.6871,1.16,0.88,1.4638
2022-06-08,2022,6,8,2,AE→US,AE,US,2,982,709.0,697,868.51,0.6871,1.16,0.92,1.4638
2022-06-09,2022,6,9,3,AE→US,AE,US,2,982,866.7,852,1005.67,0.6871,1.16,1.02,1.4638
2022-06-10,2022,6,10,4,AE→US,AE,US,2,982,1118.3,1126,1152.0,0.6871,1.16,1.15,1.4638
2022-06-11,2022,6,11,5,AE→US,AE,US,2,982,790.6,834,939.5,0.6871,1.16,0.92,1.4638
2022-06-12,2022,6,12,6,AE→US,AE,US,2,982,743.6,721,898.64,0.6871,1.16,1.06,1.4638
2022-06-13,2022,6,13,0,AE→US,AE,US,2,982,728.2,744,885.22,0.6871,1.16,1.05,1.4638
2022-06-14,2022,6,14,1,AE→US,AE,US,2,982,711.0,700,870.27,0.6871,1.16,0.88,1.4638
2022-06-15,2022,6,15,2,AE→US,AE,US,2,982,800.3,809,947.9,0.6871,1.16,0.92,1.4638
2022-06-16,2022,6,16,3,AE→US,AE,US,2,982,797.1,770,945.13,0.6871,1.16,1.02,1.4638
2022-06-17,2022,6,17,4,AE→US,AE,US,2,982,1012.1,997,1132.11,0.6871,1.16,1.15,1.4638
2022-06-18,2022,6,18,5,AE→US,AE,US,2,982,742.5,749,897.61,0.6871,1.16,0.92,1.4638
2022-06-19,2022,6,19,6,AE→US,AE,US,2,982,859.9,869,999.76,0.6871,1.16,1.06,1.4638
2022-06-20,2022,6,20,0,AE→US,AE,US,2,982,951.5,940,1079.37,0.6871,1.16,1.05,1.4638
2022-06-21,2022,6,21,1,AE→US,AE,US,2,982,719.7,718,877.84,0.6871,1.16,0.88,1.4638
2022-06-22,2022,6,22,2,AE→US,AE,US,2,982,631.4,658,801.08,0.6871,1.16,0.92,1.4638
2022-06-23,2022,6,23,3,AE→US,AE,US,2,982,859.7,834,999.55,0.6871,1.16,1.02,1.4638
2022-06-24,2022,6,24,4,AE→US,AE,US,2,982,957.7,975,1084.81,0.6871,1.16,1.15,1.4638
2022-06-25,2022,6,25,5,AE→US,AE,US,2,982,754.0,773,907.63,0.6871,1.16,0.92,1.4638
2022-06-26,2022,6,26,6,AE→US,AE,US,2,982,825.4,793,969.74,0.6871,1.16,1.06,1.4638
2022-06-27,2022,6,27,0,AE→US,AE,US,2,982,792.1,833,940.83,0.6871,1.16,1.05,1.4638
2022-06-28,2022,6,28,1,AE→US,AE,US,2,982,672.1,662,836.43,0.6871,1.16,0.88,1.4638
2022-06-29,2022,6,29,2,AE→US,AE,US,2,982,625.1,620,795.58,0.6871,1.16,0.92,1.4638
2022-06-30,2022,6,30,3,AE→US,AE,US,2,982,998.8,1026,1120.5,0.6871,1.16,1.02,1.4638
2022-07-01,2022,7,1,4,AE→US,AE,US,2,982,961.4,875,1087.99,0.7673,1.2,1.15,1.4685
2022-07-02,2022,7,2,5,AE→US,AE,US,2,982,873.8,878,1011.84,0.7673,1.2,0.92,1.4685
2022-07-03,2022,7,3,6,AE→US,AE,US,2,982,973.6,1015,1098.58,0.7673,1.2,1.06,1.4685
2022-07-04,2022,7,4,0,AE→US,AE,US,2,982,919.4,934,1051.49,0.7673,1.2,1.05,1.4685
2022-07-05,2022,7,5,1,AE→US,AE,US,2,982,818.7,884,963.9,0.7673,1.2,0.88,1.4685
2022-07-06,2022,7,6,2,AE→US,AE,US,2,982,951.5,971,1079.35,0.7673,1.2,0.92,1.4685
2022-07-07,2022,7,7,3,AE→US,AE,US,2,982,966.6,956,1092.52,0.7673,1.2,1.02,1.4685
2022-07-08,2022,7,8,4,AE→US,AE,US,2,982,1036.9,1021,1152.0,0.7673,1.2,1.15,1.4685
2022-07-09,2022,7,9,5,AE→US,AE,US,2,982,846.8,862,988.31,0.7673,1.2,0.92,1.4685
2022-07-10,2022,7,10,6,AE→US,AE,US,2,982,1029.8,1051,1147.44,0.7673,1.2,1.06,1.4685
2022-07-11,2022,7,11,0,AE→US,AE,US,2,982,989.6,981,1112.49,0.7673,1.2,1.05,1.4685
2022-07-12,2022,7,12,1,AE→US,AE,US,2,982,825.4,841,969.7,0.7673,1.2,0.88,1.4685
2022-07-13,2022,7,13,2,AE→US,AE,US,2,982,885.3,874,1021.79,0.7673,1.2,0.92,1.4685
2022-07-14,2022,7,14,3,AE→US,AE,US,2,982,1005.6,986,1126.41,0.7673,1.2,1.02,1.4685
2022-07-15,2022,7,15,4,AE→US,AE,US,2,982,1064.1,1101,1152.0,0.7673,1.2,1.15,1.4685
2022-07-16,2022,7,16,5,AE→US,AE,US,2,982,795.5,790,943.77,0.7673,1.2,0.92,1.4685
2022-07-17,2022,7,17,6,AE→US,AE,US,2,982,967.3,948,1093.13,0.7673,1.2,1.06,1.4685
2022-07-18,2022,7,18,0,AE→US,AE,US,2,982,1089.0,1091,1152.0,0.7673,1.2,1.05,1.4685
2022-07-19,2022,7,19,1,AE→US,AE,US,2,982,785.6,766,935.12,0.7673,1.2,0.88,1.4685
2022-07-20,2022,7,20,2,AE→US,AE,US,2,982,953.6,952,1081.2,0.7673,1.2,0.92,1.4685
2022-07-21,2022,7,21,3,AE→US,AE,US,2,982,909.4,915,1042.82,0.7673,1.2,1.02,1.4685
2022-07-22,2022,7,22,4,AE→US,AE,US,2,982,973.4,1004,1098.4,0.7673,1.2,1.15,1.4685
2022-07-23,2022,7,23,5,AE→US,AE,US,2,982,790.9,787,939.78,0.7673,1.2,0.92,1.4685
2022-07-24,2022,7,24,6,AE→US,AE,US,2,982,1096.9,1085,1152.0,0.7673,1.2,1.06,1.4685
2022-07-25,2022,7,25,0,AE→US,AE,US,2,982,993.3,1002,1115.76,0.7673,1.2,1.05,1.4685
2022-07-26,2022,7,26,1,AE→US,AE,US,2,982,927.3,928,1058.36,0.7673,1.2,0.88,1.4685
2022-07-27,2022,7,27,2,AE→US,AE,US,2,982,865.5,869,1004.6,0.7673,1.2,0.92,1.4685
2022-07-28,2022,7,28,3,AE→US,AE,US,2,982,965.6,948,1091.67,0.7673,1.2,1.02,1.4685
2022-07-29,2022,7,29,4,AE→US,AE,US,2,982,1107.0,1138,1152.0,0.7673,1.2,1.15,1.4685
2022-07-30,2022,7,30,5,AE→US,AE,US,2,982,822.4,805,967.16,0.7673,1.2,0.92,1.4685
2022-07-31,2022,7,31,6,AE→US,AE,US,2,982,941.2,914,1070.43,0.7673,1.2,1.06,1.4685
2022-08-01,2022,8,1,0,AE→US,AE,US,2,982,984.8,964,1108.34,0.8266,1.18,1.05,1.4732
2022-08-02,2022,8,2,1,AE→US,AE,US,2,982,821.1,830,965.96,0.8266,1.18,0.88,1.4732
2022-08-03,2022,8,3,2,AE→US,AE,US,2,982,971.2,987,1096.49,0.8266,1.18,0.92,1.4732
2022-08-04,2022,8,4,3,AE→US,AE,US,2,982,1076.4,1096,1152.0,0.8266,1.18,1.02,1.4732
2022-08-05,2022,8,5,4,AE→US,AE,US,2,982,1226.0,1218,1152.0,0.8266,1.18,1.15,1.4732
2022-08-06,2022,8,6,5,AE→US,AE,US,2,982,1029.7,1063,1147.35,0.8266,1.18,0.92,1.4732
2022-08-07,2022,8,7,6,AE→US,AE,US,2,982,1137.9,1142,1152.0,0.8266,1.18,1.06,1.4732
2022-08-08,2022,8,8,0,AE→US,AE,US,2,982,964.7,962,1090.88,0.8266,1.18,1.05,1.4732
2022-08-09,2022,8,9,1,AE→US,AE,US,2,982,934.2,920,1064.36,0.8266,1.18,0.88,1.4732
2022-08-10,2022,8,10,2,AE→US,AE,US,2,982,869.2,895,1007.86,0.8266,1.18,0.92,1.4732
2022-08-11,2022,8,11,3,AE→US,AE,US,2,982,1090.4,1028,1152.0,0.8266,1.18,1.02,1.4732
2022-08-12,2022,8,12,4,AE→US,AE,US,2,982,962.8,959,1089.2,0.8266,1.18,1.15,1.4732
2022-08-13,2022,8,13,5,AE→US,AE,US,2,982,862.3,856,1001.82,0.8266,1.18,0.92,1.4732
2022-08-14,2022,8,14,6,AE→US,AE,US,2,982,1237.0,1261,1152.0,0.8266,1.18,1.06,1.4732
2022-08-15,2022,8,15,0,AE→US,AE,US,2,982,1064.6,1031,1152.0,0.8266,1.18,1.05,1.4732
2022-08-16,2022,8,16,1,AE→US,AE,US,2,982,912.9,931,1045.85,0.8266,1.18,0.88,1.4732
2022-08-17,2022,8,17,2,AE→US,AE,US,2,982,979.2,1037,1103.51,0.8266,1.18,0.92,1.4732
2022-08-18,2022,8,18,3,AE→US,AE,US,2,982,1054.7,1095,1152.0,0.8266,1.18,1.02,1.4732
2022-08-19,2022,8,19,4,AE→US,AE,US,2,982,1074.9,1008,1152.0,0.8266,1.18,1.15,1.4732
2022-08-20,2022,8,20,5,AE→US,AE,US,2,982,1013.4,1029,1133.21,0.8266,1.18,0.92,1.4732
2022-08-21,2022,8,21,6,AE→US,AE,US,2,982,997.8,952,1119.67,0.8266,1.18,1.06,1.4732
2022-08-22,2022,8,22,0,AE→US,AE,US,2,982,1095.1,1116,1152.0,0.8266,1.18,1.05,1.4732
2022-08-23,2022,8,23,1,AE→US,AE,US,2,982,930.7,945,1061.31,0.8266,1.18,0.88,1.4732
2022-08-24,2022,8,24,2,AE→US,AE,US,2,982,812.7,818,958.68,0.8266,1.18,0.92,1.4732
2022-08-25,2022,8,25,3,AE→US,AE,US,2,982,1076.4,1043,1152.0,0.8266,1.18,1.02,1.4732
2022-08-26,2022,8,26,4,AE→US,AE,US,2,982,1077.9,1102,1152.0,0.8266,1.18,1.15,1.4732
2022-08-27,2022,8,27,5,AE→US,AE,US,2,982,949.0,934,1077.18,0.8266,1.18,0.92,1.4732
2022-08-28,2022,8,28,6,AE→US,AE,US,2,982,1136.2,1113,1152.0,0.8266,1.18,1.06,1.4732
2022-08-29,2022,8,29,0,AE→US,AE,US,2,982,909.9,974,1043.19,0.8266,1.18,1.05,1.4732
2022-08-30,2022,8,30,1,AE→US,AE,US,2,982,831.8,741,975.34,0.8266,1.18,0.88,1.4732
2022-08-31,2022,8,31,2,AE→US,AE,US,2,982,970.4,1007,1095.84,0.8266,1.18,0.92,1.4732
2022-09-01,2022,9,1,3,AE→US,AE,US,2,982,943.4,921,1072.32,0.8704,1.1,1.02,1.4779
2022-09-02,2022,9,2,4,AE→US,AE,US,2,982,1044.9,1067,1152.0,0.8704,1.1,1.15,1.4779
2022-09-03,2022,9,3,5,AE→US,AE,US,2,982,893.9,858,1029.32,0.8704,1.1,0.92,1.4779
2022-09-04,2022,9,4,6,AE→US,AE,US,2,982,1033.2,1013,1150.42,0.8704,1.1,1.06,1.4779
2022-09-05,2022,9,5,0,AE→US,AE,US,2,982,1031.5,1047,1148.94,0.8704,1.1,1.05,1.4779
2022-09-06,2022,9,6,1,AE→US,AE,US,2,982,838.0,875,980.74,0.8704,1.1,0.88,1.4779
2022-09-07,2022,9,7,2,AE→US,AE,US,2,982,981.7,970,1105.67,0.8704,1.1,0.92,1.4779
2022-09-08,2022,9,8,3,AE→US,AE,US,2,982,1132.7,1107,1152.0,0.8704,1.1,1.02,1.4779
2022-09-09,2022,9,9,4,AE→US,AE,US,2,982,1110.3,1130,1152.0,0.8704,1.1,1.15,1.4779
2022-09-10,2022,9,10,5,AE→US,AE,US,2,982,1060.0,1039,1152.0,0.8704,1.1,0.92,1.4779
2022-09-11,2022,9,11,6,AE→US,AE,US,2,982,953.6,1006,1081.18,0.8704,1.1,1.06,1.4779
2022-09-12,2022,9,12,0,AE→US,AE,US,2,982,1073.7,1048,1152.0,0.8704,1.1,1.05,1.4779
2022-09-13,2022,9,13,1,AE→US,AE,US,2,982,938.4,913,1067.96,0.8704,1.1,0.88,1.4779
2022-09-14,2022,9,14,2,AE→US,AE,US,2,982,838.9,872,981.46,0.8704,1.1,0.92,1.4779
2022-09-15,2022,9,15,3,AE→US,AE,US,2,982,1064.1,1070,1152.0,0.8704,1.1,1.02,1.4779
2022-09-16,2022,9,16,4,AE→US,AE,US,2,982,1136.7,1158,1152.0,0.8704,1.1,1.15,1.4779
2022-09-17,2022,9,17,5,AE→US,AE,US,2,982,932.2,971,1062.58,0.8704,1.1,0.92,1.4779
2022-09-18,2022,9,18,6,AE→US,AE,US,2,982,1131.5,1106,1152.0,0.8704,1.1,1.06,1.4779
2022-09-19,2022,9,19,0,AE→US,AE,US,2,982,911.7,876,1044.78,0.8704,1.1,1.05,1.4779
2022-09-20,2022,9,20,1,AE→US,AE,US,2,982,1029.7,1021,1147.35,0.8704,1.1,0.88,1.4779
2022-09-21,2022,9,21,2,AE→US,AE,US,2,982,903.3,921,1037.44,0.8704,1.1,0.92,1.4779
2022-09-22,2022,9,22,3,AE→US,AE,US,2,982,925.2,944,1056.54,0.8704,1.1,1.02,1.4779
2022-09-23,2022,9,23,4,AE→US,AE,US,2,982,1059.5,1038,1152.0,0.8704,1.1,1.15,1.4779
2022-09-24,2022,9,24,5,AE→US,AE,US,2,982,921.8,941,1053.55,0.8704,1.1,0.92,1.4779
2022-09-25,2022,9,25,6,AE→US,AE,US,2,982,1075.7,1076,1152.0,0.8704,1.1,1.06,1.4779
2022-09-26,2022,9,26,0,AE→US,AE,US,2,982,1155.7,1172,1152.0,0.8704,1.1,1.05,1.4779
2022-09-27,2022,9,27,1,AE→US,AE,US,2,982,837.1,860,979.89,0.8704,1.1,0.88,1.4779
2022-09-28,2022,9,28,2,AE→US,AE,US,2,982,860.0,912,999.83,0.8704,1.1,0.92,1.4779
2022-09-29,2022,9,29,3,AE→US,AE,US,2,982,1058.5,1054,1152.0,0.8704,1.1,1.02,1.4779
2022-09-30,2022,9,30,4,AE→US,AE,US,2,982,988.0,1003,1111.15,0.8704,1.1,1.15,1.4779
2022-10-01,2022,10,1,5,AE→US,AE,US,2,982,819.4,822,964.54,0.9029,1.02,0.92,1.4826
2022-10-02,2022,10,2,6,AE→US,AE,US,2,982,992.5,1030,1115.07,0.9029,1.02,1.06,1.4826
2022-10-03,2022,10,3,0,AE→US,AE,US,2,982,1133.3,1113,1152.0,0.9029,1.02,1.05,1.4826
2022-10-04,2022,10,4,1,AE→US,AE,US,2,982,845.4,826,987.1,0.9029,1.02,0.88,1.4826
2022-10-05,2022,10,5,2,AE→US,AE,US,2,982,864.3,878,1003.54,0.9029,1.02,0.92,1.4826
2022-10-06,2022,10,6,3,AE→US,AE,US,2,982,725.6,702,882.99,0.9029,1.02,1.02,1.4826
2022-10-07,2022,10,7,4,AE→US,AE,US,2,982,1154.0,1131,1152.0,0.9029,1.02,1.15,1.4826
2022-10-08,2022,10,8,5,AE→US,AE,US,2,982,887.1,916,1023.38,0.9029,1.02,0.92,1.4826
2022-10-09,2022,10,9,6,AE→US,AE,US,2,982,972.5,940,1097.63,0.9029,1.02,1.06,1.4826
2022-10-10,2022,10,10,0,AE→US,AE,US,2,982,940.9,967,1070.19,0.9029,1.02,1.05,1.4826
2022-10-11,2022,10,11,1,AE→US,AE,US,2,982,939.8,928,1069.23,0.9029,1.02,0.88,1.4826
2022-10-12,2022,10,12,2,AE→US,AE,US,2,982,940.2,954,1069.57,0.9029,1.02,0.92,1.4826
2022-10-13,2022,10,13,3,AE→US,AE,US,2,982,881.7,898,1018.68,0.9029,1.02,1.02,1.4826
2022-10-14,2022,10,14,4,AE→US,AE,US,2,982,1028.1,974,1146.02,0.9029,1.02,1.15,1.4826
2022-10-15,2022,10,15,5,AE→US,AE,US,2,982,859.7,869,999.56,0.9029,1.02,0.92,1.4826
2022-10-16,2022,10,16,6,AE→US,AE,US,2,982,995.3,1044,1117.51,0.9029,1.02,1.06,1.4826
2022-10-17,2022,10,17,0,AE→US,AE,US,2,982,1125.2,1150,1152.0,0.9029,1.02,1.05,1.4826
2022-10-18,2022,10,18,1,AE→US,AE,US,2,982,877.2,871,1014.81,0.9029,1.02,0.88,1.4826
2022-10-19,2022,10,19,2,AE→US,AE,US,2,982,946.1,912,1074.7,0.9029,1.02,0.92,1.4826
2022-10-20,2022,10,20,3,AE→US,AE,US,2,982,1112.5,1067,1152.0,0.9029,1.02,1.02,1.4826
2022-10-21,2022,10,21,4,AE→US,AE,US,2,982,1115.2,1157,1152.0,0.9029,1.02,1.15,1.4826
2022-10-22,2022,10,22,5,AE→US,AE,US,2,982,892.6,931,1028.2,0.9029,1.02,0.92,1.4826
2022-10-23,2022,10,23,6,AE→US,AE,US,2,982,1036.8,1043,1152.0,0.9029,1.02,1.06,1.4826
2022-10-24,2022,10,24,0,AE→US,AE,US,2,982,982.8,997,1106.57,0.9029,1.02,1.05,1.4826
2022-10-25,2022,10,25,1,AE→US,AE,US,2,982,900.4,883,1034.92,0.9029,1.02,0.88,1.4826
2022-10-26,2022,10,26,2,AE→US,AE,US,2,982,902.2,856,1036.54,0.9029,1.02,0.92,1.4826
2022-10-27,2022,10,27,3,AE→US,AE,US,2,982,1020.4,964,1139.28,0.9029,1.02,1.02,1.4826
2022-10-28,2022,10,28,4,AE→US,AE,US,2,982,1146.5,1148,1152.0,0.9029,1.02,1.15,1.4826
2022-10-29,2022,10,29,5,AE→US,AE,US,2,982,929.9,958,1060.57,0.9029,1.02,0.92,1.4826
2022-10-30,2022,10,30,6,AE→US,AE,US,2,982,880.3,849,1017.45,0.9029,1.02,1.06,1.4826
2022-10-31,2022,10,31,0,AE→US,AE,US,2,982,1051.2,1007,1152.0,0.9029,1.02,1.05,1.4826
2022-11-01,2022,11,1,1,AE→US,AE,US,2,982,685.7,698,848.29,0.7108,1.01,0.88,1.4873
2022-11-02,2022,11,2,2,AE→US,AE,US,2,982,701.2,696,861.76,0.7108,1.01,0.92,1.4873
2022-11-03,2022,11,3,3,AE→US,AE,US,2,982,836.2,806,979.11,0.7108,1.01,1.02,1.4873
2022-11-04,2022,11,4,4,AE→US,AE,US,2,982,844.2,866,986.09,0.7108,1.01,1.15,1.4873
2022-11-05,2022,11,5,5,AE→US,AE,US,2,982,728.5,738,885.46,0.7108,1.01,0.92,1.4873
2022-11-06,2022,11,6,6,AE→US,AE,US,2,982,865.2,861,1004.39,0.7108,1.01,1.06,1.4873
2022-11-07,2022,11,7,0,AE→US,AE,US,2,982,936.2,955,1066.1,0.7108,1.01,1.05,1.4873
2022-11-08,2022,11,8,1,AE→US,AE,US,2,982,636.2,631,805.26,0.7108,1.01,0.88,1.4873
2022-11-09,2022,11,9,2,AE→US,AE,US,2,982,739.5,739,895.05,0.7108,1.01,0.92,1.4873
2022-11-10,2022,11,10,3,AE→US,AE,US,2,982,789.0,753,938.06,0.7108,1.01,1.02,1.4873
2022-11-11,2022,11,11,4,AE→US,AE,US,2,982,874.3,880,1012.22,0.7108,1.01,1.15,1.4873
2022-11-12,2022,11,12,5,AE→US,AE,US,2,982,651.8,628,818.77,0.7108,1.01,0.92,1.4873
2022-11-13,2022,11,13,6,AE→US,AE,US,2,982,834.0,829,977.21,0.7108,1.01,1.06,1.4873
2022-11-14,2022,11,14,0,AE→US,AE,US,2,982,812.1,817,958.19,0.7108,1.01,1.05,1.4873
2022-11-15,2022,11,15,1,AE→US,AE,US,2,982,751.6,724,905.55,0.7108,1.01,0.88,1.4873
2022-11-16,2022,11,16,2,AE→US,AE,US,2,982,736.8,717,892.68,0.7108,1.01,0.92,1.4873
2022-11-17,2022,11,17,3,AE→US,AE,US,2,982,704.1,688,864.24,0.7108,1.01,1.02,1.4873
2022-11-18,2022,11,18,4,AE→US,AE,US,2,982,756.3,788,909.66,0.7108,1.01,1.15,1.4873
2022-11-19,2022,11,19,5,AE→US,AE,US,2,982,712.4,690,871.45,0.7108,1.01,0.92,1.4873
2022-11-20,2022,11,20,6,AE→US,AE,US,2,982,789.5,743,938.5,0.7108,1.01,1.06,1.4873
2022-11-21,2022,11,21,0,AE→US,AE,US,2,982,779.1,803,929.48,0.7108,1.01,1.05,1.4873
2022-11-22,2022,11,22,1,AE→US,AE,US,2,982,598.9,595,772.81,0.7108,1.01,0.88,1.4873
2022-11-23,2022,11,23,2,AE→US,AE,US,2,982,636.1,673,805.14,0.7108,1.01,0.92,1.4873
2022-11-24,2022,11,24,3,AE→US,AE,US,2,982,732.8,715,889.25,0.7108,1.01,1.02,1.4873
2022-11-25,2022,11,25,4,AE→US,AE,US,2,982,952.1,994,1079.87,0.7108,1.01,1.15,1.4873
2022-11-26,2022,11,26,5,AE→US,AE,US,2,982,608.3,639,780.97,0.7108,1.01,0.92,1.4873
2022-11-27,2022,11,27,6,AE→US,AE,US,2,982,931.8,965,1062.25,0.7108,1.01,1.06,1.4873
2022-11-28,2022,11,28,0,AE→US,AE,US,2,982,896.8,894,1031.81,0.7108,1.01,1.05,1.4873
2022-11-29,2022,11,29,1,AE→US,AE,US,2,982,638.7,617,807.41,0.7108,1.01,0.88,1.4873
2022-11-30,2022,11,30,2,AE→US,AE,US,2,982,630.1,654,799.93,0.7108,1.01,0.92,1.4873
2022-12-01,2022,12,1,3,AE→US,AE,US,2,982,880.7,895,1017.78,0.7849,1.07,1.02,1.492
2022-12-02,2022,12,2,4,AE→US,AE,US,2,982,1248.3,1198,1152.0,0.7849,1.07,1.15,1.492
2022-12-03,2022,12,3,5,AE→US,AE,US,2,982,816.5,805,962.03,0.7849,1.07,0.92,1.492
2022-12-04,2022,12,4,6,AE→US,AE,US,2,982,1031.7,1039,1149.12,0.7849,1.07,1.06,1.492
2022-12-05,2022,12,5,0,AE→US,AE,US,2,982,980.8,1008,1104.87,0.7849,1.07,1.05,1.492
2022-12-06,2022,12,6,1,AE→US,AE,US,2,982,692.9,694,854.51,0.7849,1.07,0.88,1.492
2022-12-07,2022,12,7,2,AE→US,AE,US,2,982,919.9,925,1051.91,0.7849,1.07,0.92,1.492
2022-12-08,2022,12,8,3,AE→US,AE,US,2,982,838.9,900,981.44,0.7849,1.07,1.02,1.492
2022-12-09,2022,12,9,4,AE→US,AE,US,2,982,984.0,986,1107.62,0.7849,1.07,1.15,1.492
2022-12-10,2022,12,10,5,AE→US,AE,US,2,982,778.6,817,929.06,0.7849,1.07,0.92,1.492
2022-12-11,2022,12,11,6,AE→US,AE,US,2,982,856.7,890,996.96,0.7849,1.07,1.06,1.492
2022-12-12,2022,12,12,0,AE→US,AE,US,2,982,850.3,877,991.42,0.7849,1.07,1.05,1.492
2022-12-13,2022,12,13,1,AE→US,AE,US,2,982,706.5,645,866.38,0.7849,1.07,0.88,1.492
2022-12-14,2022,12,14,2,AE→US,AE,US,2,982,739.0,738,894.65,0.7849,1.07,0.92,1.492
2022-12-15,2022,12,15,3,AE→US,AE,US,2,982,929.5,993,1060.28,0.7849,1.07,1.02,1.492
2022-12-16,2022,12,16,4,AE→US,AE,US,2,982,994.6,985,1116.85,0.7849,1.07,1.15,1.492
2022-12-17,2022,12,17,5,AE→US,AE,US,2,982,726.7,645,883.89,0.7849,1.07,0.92,1.492
2022-12-18,2022,12,18,6,AE→US,AE,US,2,982,940.1,979,1069.51,0.7849,1.07,1.06,1.492
2022-12-19,2022,12,19,0,AE→US,AE,US,2,982,894.3,908,1029.69,0.7849,1.07,1.05,1.492
2022-12-20,2022,12,20,1,AE→US,AE,US,2,982,752.5,732,906.37,0.7849,1.07,0.88,1.492
2022-12-21,2022,12,21,2,AE→US,AE,US,2,982,720.7,695,878.66,0.7849,1.07,0.92,1.492
2022-12-22,2022,12,22,3,AE→US,AE,US,2,982,1005.7,988,1126.5,0.7849,1.07,1.02,1.492
2022-12-23,2022,12,23,4,AE→US,AE,US,2,982,1034.1,1039,1151.18,0.7849,1.07,1.15,1.492
2022-12-24,2022,12,24,5,AE→US,AE,US,2,982,743.6,724,898.63,0.7849,1.07,0.92,1.492
2022-12-25,2022,12,25,6,AE→US,AE,US,2,982,982.8,969,1106.62,0.7849,1.07,1.06,1.492
2022-12-26,2022,12,26,0,AE→US,AE,US,2,982,1036.0,1052,1152.0,0.7849,1.07,1.05,1.492
2022-12-27,2022,12,27,1,AE→US,AE,US,2,982,765.7,794,917.84,0.7849,1.07,0.88,1.492
2022-12-28,2022,12,28,2,AE→US,AE,US,2,982,679.1,687,842.52,0.7849,1.07,0.92,1.492
2022-12-29,2022,12,29,3,AE→US,AE,US,2,982,996.0,995,1118.05,0.7849,1.07,1.02,1.492
2022-12-30,2022,12,30,4,AE→US,AE,US,2,982,999.4,983,1121.02,0.7849,1.07,1.15,1.492
2022-12-31,2022,12,31,5,AE→US,AE,US,2,982,866.7,842,1005.67,0.7849,1.07,0.92,1.492
2023-01-01,2023,1,1,6,AE→US,AE,US,2,982,931.7,899,1062.21,0.8398,1.02,1.06,1.4967
2023-01-02,2023,1,2,0,AE→US,AE,US,2,982,889.5,871,1025.48,0.8398,1.02,1.05,1.4967
2023-01-03,2023,1,3,1,AE→US,AE,US,2,982,786.9,796,936.23,0.8398,1.02,0.88,1.4967
2023-01-04,2023,1,4,2,AE→US,AE,US,2,982,758.1,687,911.22,0.8398,1.02,0.92,1.4967
2023-01-05,2023,1,5,3,AE→US,AE,US,2,982,826.1,815,970.37,0.8398,1.02,1.02,1.4967
2023-01-06,2023,1,6,4,AE→US,AE,US,2,982,1180.5,1222,1152.0,0.8398,1.02,1.15,1.4967
2023-01-07,2023,1,7,5,AE→US,AE,US,2,982,777.7,769,928.27,0.8398,1.02,0.92,1.4967
2023-01-08,2023,1,8,6,AE→US,AE,US,2,982,1051.0,1076,1152.0,0.8398,1.02,1.06,1.4967
2023-01-09,2023,1,9,0,AE→US,AE,US,2,982,863.8,899,1003.11,0.8398,1.02,1.05,1.4967
2023-01-10,2023,1,10,1,AE→US,AE,US,2,982,825.0,834,969.43,0.8398,1.02,0.88,1.4967
2023-01-11,2023,1,11,2,AE→US,AE,US,2,982,780.9,774,931.07,0.8398,1.02,0.92,1.4967
